特征名,重要性
C16_e047b86c,0
C16_e04be0c5,0
C16_e166757e,0
C16_e1c6cde7,0
C16_e2b64862,0
C16_e2e2fcd9,0
C16_e2ebba22,0
C16_e2f5ca24,0
C16_e334d594,0
C16_e3875c32,0
C16_da1333b6,0
C16_e3e194eb,0
C16_e3f8f16f,0
C16_e4392c3f,0
C16_e52b079d,0
C16_e58b9a62,0
C16_e5bc20ed,0
C16_e5e5fb5c,0
C16_e5f3b345,0
C16_e638c51d,0
C16_e6621e13,0
C16_e67ffd3e,0
C16_e6b6bdc7,0
C16_e3e176d1,0
C16_da441c7e,0
C16_da47a88f,0
C16_daa2b8fc,0
C16_dabe2137,0
C16_dad720cc,0
C16_dafc045c,0
C16_db0fca86,0
C16_db2d4359,0
C16_db8e4f79,0
C16_dba66dd1,0
C16_dbd7949e,0
C16_dc05908b,0
C16_dff2640e,0
C16_dc1edaf3,0
C16_dc2ea893,0
C16_dc97698d,0
C16_dc9d47a7,0
C16_dd29c3cd,0
C16_ddfabc04,0
C16_de1319ae,0
C16_de319688,0
C16_de4483ef,0
C16_de77f397,0
C16_df0c2e90,0
C16_df4bfa43,0
C16_dc12c38d,0
C16_63144d64,0
C16_631f0045,0
C16_63669a77,0
C16_636ac9fa,0
C16_63c152d9,0
C16_64052f86,0
C16_640c213b,0
C16_640caf4e,0
C16_642359f7,0
C16_646a92a5,0
C16_64bd637c,0
C16_a06b2108,0
C16_653e1976,0
C16_65425a08,0
C16_658aa6b7,0
C16_6596e6e9,0
C16_6615ffe6,0
C16_66532548,0
C16_668219c0,0
C16_668f77c8,0
C16_66e5d600,0
C16_67242784,0
C16_6757e31a,0
C16_6799293b,0
C16_6512dce6,0
C16_5eea53aa,0
C16_5efa8d38,0
C16_5f34f0f6,0
C16_5f704016,0
C16_5f92b84a,0
C16_5fbf4a84,0
C16_5fd31a15,0
C16_5fed0876,0
C16_600325b4,0
C16_601b4e42,0
C16_603eff57,0
C16_62e74770,0
C16_6077db2c,0
C16_60b08bfd,0
C16_60f7b835,0
C16_6168daf0,0
C16_61723d1d,0
C16_6194470b,0
C16_619526be,0
C16_619be69e,0
C16_61d1a2b9,0
C16_6206597d,0
C16_629eaf0c,0
C16_62b5674b,0
C16_60581e05,0
C16_6c5acacb,0
C16_6d1d6410,0
C16_6d47b1b7,0
C16_6d5bd8ff,0
C16_6d87c0d4,0
C16_6d922e3b,0
C16_6d932aa6,0
C16_6d9ef2d1,0
C16_6dc7e466,0
C16_6de617d3,0
C16_6df0eed9,0
C16_67b3c631,0
C16_6e443b3a,0
C16_6ea4b293,0
C16_6ee8f7b4,0
C16_6fedbc92,0
C16_70746fce,0
C16_710d9802,0
C16_7149576b,0
C16_7292beb4,0
C16_7295d80b,0
C16_72bb3f2c,0
C16_72d1790f,0
C16_72d97514,0
C16_6e177038,0
C16_67c46897,0
C16_67e2b595,0
C16_67ea2080,0
C16_68296cdd,0
C16_68a303fa,0
C16_68a3c0ce,0
C16_68ac9e61,0
C16_68d2c2b9,0
C16_68ec8702,0
C16_68fc1c5e,0
C16_6925201c,0
C16_69278dbc,0
C16_6c34b9f8,0
C16_6949c21c,0
C16_695998f1,0
C16_69ac6a04,0
C16_6a20dab8,0
C16_6aef3c1e,0
C16_6b423eed,0
C16_6b62212d,0
C16_6b98792b,0
C16_6b9ff0bc,0
C16_6bb29970,0
C16_6bf0f847,0
C16_6c0d943a,0
C16_69305bcb,0
C16_4f71659c,0
C15_6f7f3825,0
C16_50038464,0
C16_5015d391,0
C16_5085ea22,0
C16_5093db14,0
C16_50b03903,0
C16_50d2b997,0
C16_50f63c42,0
C16_5131d930,0
C16_5151f2ca,0
C16_5eb9c4aa,0
C16_51cdc6fd,0
C16_5224bfea,0
C16_525b107b,0
C16_5292ab7e,0
C16_52b8680f,0
C16_5306324f,0
C16_5374981f,0
C16_53d4ed2c,0
C16_53e55e9a,0
C16_53e62233,0
C16_5421ac75,0
C16_542c1f96,0
C16_51a8930b,0
C16_4a9b1506,0
C16_4b0bcbe8,0
C16_4b6488bc,0
C16_4b6c3ef6,0
C16_4ba9e7b1,0
C16_4bcf344c,0
C16_4bd11f4b,0
C16_4bf55d82,0
C16_4cc0abe4,0
C16_4ceb9ba9,0
C16_4d28617a,0
C16_4f264080,0
C16_4da40ea2,0
C16_4da63607,0
C16_4dab12d6,0
C16_4dd56497,0
C16_4e15e5ca,0
C16_4e3c5de8,0
C16_4e6b64ad,0
C16_4e897e61,0
C16_4e939ce3,0
C16_4ea79cfd,0
C16_4ee63296,0
C16_4f1bb01c,0
C16_4d612a0c,0
C16_59974c9c,0
C16_59a2d0b9,0
C16_59d830f6,0
C16_59e681a4,0
C16_5a1eba82,0
C16_5a718f23,0
C16_5a9431f3,0
C16_5a95cc86,0
C16_5ab5ddcd,0
C16_5ac33f5f,0
C16_5bb3b054,0
C16_542dec1e,0
C16_5c130480,0
C16_5c495dbe,0
C16_5cbaf9d9,0
C16_5cbb7d5c,0
C16_5cd14094,0
C16_5d016282,0
C16_5d1ad1ed,0
C16_5d32e679,0
C16_5d56686d,0
C16_5d87e37e,0
C16_5e1b6b9d,0
C16_5e83e3d7,0
C16_5c0831b0,0
C16_54dd60b2,0
C16_551d5c6f,0
C16_552f226f,0
C16_556b1b58,0
C16_55883aa4,0
C16_559e0253,0
C16_55c6c89c,0
C16_5627d7e0,0
C16_562c36fc,0
C16_562d2318,0
C16_567da311,0
C16_568a6980,0
C16_597a9302,0
C16_56bfb1f9,0
C16_57236df8,0
C16_574feb13,0
C16_575bdb3a,0
C16_5801a300,0
C16_587267a3,0
C16_5895a5ab,0
C16_58c0fd2d,0
C16_58cacba8,0
C16_590a689c,0
C16_595c342e,0
C16_5963fb4c,0
C16_568b7a56,0
C16_8f8fff63,0
C16_8f9683de,0
C16_90772df6,0
C16_90d7f51e,0
C16_90dd5213,0
C16_9107782b,0
C16_9108e8ab,0
C16_9137a27f,0
C16_915074c9,0
C16_915a1e7f,0
C16_91a16960,0
C16_731fb6c9,0
C16_91bc301c,0
C16_91cbfa0a,0
C16_9206a7fc,0
C16_921a13f5,0
C16_9226afe8,0
C16_923f4aa8,0
C16_9243b160,0
C16_9243e635,0
C16_925e59a8,0
C16_9261e8be,0
C16_9291ccdf,0
C16_92de3be7,0
C16_91a6eec5,0
C16_89d80c35,0
C16_89e1e64c,0
C16_89fbd5c5,0
C16_8a0c3a7d,0
C16_8a464d08,0
C16_8a924036,0
C16_8a9d01a2,0
C16_8b649bc9,0
C16_8c276f52,0
C16_8c2e55d1,0
C16_8c439d97,0
C16_8f7c02e2,0
C16_8d04fe7d,0
C16_8d4761e3,0
C16_8e18a6df,0
C16_8e662061,0
C16_8e6e8d75,0
C16_8ead029f,0
C16_8ebd7aac,0
C16_8ec308fc,0
C16_8ec71479,0
C16_8ed678b1,0
C16_8f13519e,0
C16_8f243987,0
C16_8c48eb08,0
C16_9bbfdd44,0
C16_9bc7fff5,0
C16_9c5a0355,0
C16_9c5a6b67,0
C16_9c8aa1a6,0
C16_9cdd6d81,0
C16_9cfb0b4e,0
C16_9d0b26c1,0
C16_9d488907,0
C16_9d58051d,0
C16_9dbc9989,0
C16_92e4b1e3,0
C16_9dfc555f,0
C16_9e0369ab,0
C16_9e72abfe,0
C16_9e87470c,0
C16_9f064e1a,0
C16_9f1f1a1f,0
C16_9f56eb2f,0
C16_9f6aaa4f,0
C16_9f750183,0
C16_a007aed2,0
C16_a060d389,0
C16_a0613853,0
C16_9dbe7da6,0
C16_92e5ee42,0
C16_93303b07,0
C16_93367426,0
C16_94025981,0
C16_949b03ad,0
C16_94dee6cc,0
C16_94df6876,0
C16_9555d0a5,0
C16_96426867,0
C16_96c1be5d,0
C16_973fb7ea,0
C16_97a55a46,0
C16_9b212c12,0
C16_98a54621,0
C16_98a72933,0
C16_98cefc4b,0
C16_9900b0a7,0
C16_9911eda3,0
C16_9935352e,0
C16_994c132d,0
C16_995721d7,0
C16_99b747bd,0
C16_9a6a8c31,0
C16_9ac09eee,0
C16_9b02ea07,0
C16_98334731,0
C16_78fd5375,0
C16_79053d86,0
C16_7a76439d,0
C16_7aa21401,0
C16_7acb4f0e,0
C16_7b9c834f,0
C16_7bdc6c72,0
C16_7be80626,0
C16_7c17a186,0
C16_7c1d453d,0
C16_7c3a3dc0,0
C16_894c3523,0
C16_7c8ae841,0
C16_7cca36a4,0
C16_7d197e91,0
C16_7da9962b,0
C16_7dacb697,0
C16_7dad682e,0
C16_7dc581df,0
C16_7dd3ec13,0
C16_7e161c9a,0
C16_7e348ca8,0
C16_7e4a8670,0
C16_7e5051a6,0
C16_7c4d8e0e,0
C16_73bee060,0
C16_73e8af81,0
C16_74187a75,0
C16_74284a43,0
C16_743293f1,0
C16_7444bc51,0
C16_7487c2c1,0
C16_7494f9ca,0
C16_74d50e5e,0
C16_74f15ec4,0
C16_755f8311,0
C16_7560eabe,0
C16_786e8c24,0
C16_75c4ec95,0
C16_7605dea5,0
C16_76b06ec3,0
C16_7720af30,0
C16_77234da3,0
C16_773620b7,0
C16_776433c8,0
C16_77666c96,0
C16_776f5665,0
C16_77d90ebb,0
C16_7844b476,0
C16_78550b97,0
C16_7591c74a,0
C16_84534f54,0
C16_848d3e33,0
C16_84af67c1,0
C16_84f42268,0
C16_85520cc5,0
C16_85806c82,0
C16_85dcb7aa,0
C16_863a89a4,0
C16_86e4e0d4,0
C16_86ec9390,0
C16_86f33268,0
C16_7ea595bd,0
C16_8759a2d9,0
C16_879bd22d,0
C16_87acb535,0
C16_87daa240,0
C16_87f825ab,0
C16_88078b95,0
C16_88577a36,0
C16_8886418a,0
C16_89052618,0
C16_891b62e7,0
C16_8924e84d,0
C16_8932f7d9,0
C16_87140baa,0
C16_7ebe13a3,0
C16_7f034b52,0
C16_7f51fd33,0
C16_7f8ce1b9,0
C16_7fc9a61c,0
C16_7fd904df,0
C16_7fe42010,0
C16_808c0b0d,0
C16_808e1d30,0
C16_809c9e0e,0
C16_80a570b5,0
C16_81371cbc,0
C16_841c20a2,0
C16_820d735d,0
C16_822244e3,0
C16_823601f1,0
C16_825e99d1,0
C16_82708081,0
C16_8295d26f,0
C16_82f06a35,0
C16_831daeab,0
C16_833e5e26,0
C16_8351b996,0
C16_83d6c80d,0
C16_8415382f,0
C16_819c2777,0
C13_221012f5,0
C13_22d23aac,0
C13_24d85889,0
C13_24e01e63,0
C13_24f97fa1,0
C13_252ee845,0
C13_253a4ca5,0
C13_253e8774,0
C13_25512dff,0
C13_25b2a7b9,0
C13_2648f8ef,0
C15_6900c8e2,0
C13_2723b688,0
C13_272d6290,0
C13_27aba7ec,0
C13_2824a5f6,0
C13_2891c67c,0
C13_2902217b,0
C13_2985dfa2,0
C13_2a1579a2,0
C13_2b15e415,0
C13_2b2a1789,0
C13_2b421315,0
C13_2b9f0754,0
C13_269889be,0
C13_18a5e4b8,0
C13_18fc2b1e,0
C13_1a347339,0
C13_1aa94af3,0
C13_1c448f8a,0
C13_1c63bbf4,0
C13_1c717231,0
C13_1cc9ac51,0
C13_1cd94349,0
C13_1cf9c8dd,0
C13_1d36488f,0
C13_1ddad6aa,0
C13_2180053c,0
C13_1e152deb,0
C13_1e750733,0
C13_1e8bfb9a,0
C13_1e9339bc,0
C13_1eb0f8f0,0
C13_1ec8e563,0
C13_1f9d2c38,0
C13_1fa0660e,0
C13_1fdfd0bf,0
C13_202a3015,0
C13_20819d96,0
C13_2173aeb5,0
C13_1e06fca2,0
C13_3516f6e6,0
C13_35323fda,0
C13_3600cc6b,0
C13_369e2611,0
C13_377af8aa,0
C13_37847ed6,0
C13_3787a7a6,0
C13_37d97d89,0
C13_37e99bb7,0
C13_38087489,0
C13_38b20208,0
C13_2b9fb512,0
C13_3950253e,0
C13_3966c8cd,0
C13_39795005,0
C13_39ccb769,0
C13_39e0ed50,0
C13_39e37558,0
C13_3a96d406,0
C13_3a9dafb8,0
C13_3af886ff,0
C13_3b03d76e,0
C13_3b5e3853,0
C13_3bd6c21d,0
C13_38b5339a,0
C13_2bc1846e,0
C13_2d5fa3e9,0
C13_2d9819ce,0
C13_2e072c0d,0
C13_2e21cea2,0
C13_2e7b87f1,0
C13_2ecea536,0
C13_2f3c8347,0
C13_2f83c4ea,0
C13_2f8b3560,0
C13_2fad1153,0
C13_30735474,0
C13_34f2dfec,0
C13_31045073,0
C13_31b42deb,0
C13_31bdb569,0
C13_31d2ac00,0
C13_32569bcf,0
C13_32720067,0
C13_32d3f313,0
C13_3301b467,0
C13_34098dd6,0
C13_347e4e86,0
C13_34cbb1bc,0
C13_34e72b37,0
C13_30cbe961,0
C13_0159bf9f,0
C13_016d2afc,0
C13_01c2bbc7,0
C13_02254f5f,0
C13_022a36e3,0
C13_025225f2,0
C13_028f45bf,0
C13_02c899e1,0
C13_02e4b2e5,0
C13_03232503,0
C13_034e5f3b,0
C13_18a5133f,0
C13_04490a65,0
C13_04c73167,0
C13_04e4a7e0,0
C13_05325702,0
C13_05781932,0
C13_057e2dd3,0
C13_075ffbfa,0
C13_077640f4,0
C13_07a906b4,0
C13_07ee0156,0
C13_07f4cb4c,0
C13_083755dd,0
C13_03cd10d0,0
C12_fb91fe0f,0
C12_fb991bf5,0
C12_fbbc41c2,0
C12_fbe49065,0
C12_fc6b8f54,0
C12_fc75a704,0
C12_fc8e61aa,0
C12_fcb8ccb6,0
C12_fd2387f8,0
C12_fd360408,0
C12_fd461458,0
C12_fd6f3ca2,0
C13_00e20e7b,0
C12_fe726452,0
C12_fec0c6ef,0
C12_ff8c6fd9,0
C12_ff8e3fdb,0
C12_ffbf0186,0
C12_fff0b2c4,0
C13_004dc387,0
C13_00613319,0
C13_0067ac1b,0
C13_00783c5a,0
C13_0092602c,0
C13_009f5dd8,0
C12_fe6e13c5,0
C13_11939cba,0
C13_11b529d9,0
C13_11fa2c12,0
C13_1211c647,0
C13_12880350,0
C13_12c11b9c,0
C13_12d7c50f,0
C13_131341f8,0
C13_13708b2b,0
C13_13b025c3,0
C13_13c89cc4,0
C13_08961fd0,0
C13_14e6fd48,0
C13_153f0382,0
C13_155ff7d9,0
C13_1577a179,0
C13_158b69db,0
C13_165642be,0
C13_16afba6b,0
C13_174e4cac,0
C13_17531d4f,0
C13_176d07bc,0
C13_17bb51e8,0
C13_18041128,0
C13_140b1e5d,0
C13_094e10ad,0
C13_095af3d6,0
C13_096b841f,0
C13_098e937e,0
C13_09cd9f24,0
C13_0a8a3875,0
C13_0a9ac04c,0
C13_0ae1463b,0
C13_0b1e410e,0
C13_0b7f85d0,0
C13_0c639b84,0
C13_0c66bf77,0
C13_10cccf24,0
C13_0ccf2308,0
C13_0cf56582,0
C13_0d8d4492,0
C13_0dcfea6f,0
C13_0e2ac643,0
C13_0e5bc979,0
C13_0eb69562,0
C13_0eca41f0,0
C13_0f3d4e02,0
C13_0fb78b80,0
C13_0fd466ce,0
C13_103a86a6,0
C13_0c9cc756,0
C13_61fca60c,0
C13_62036f49,0
C13_6239dde3,0
C13_62555ac3,0
C13_628738d3,0
C13_633b9be7,0
C13_636195f8,0
C13_64533206,0
C13_648c9a0e,0
C13_64f8e14f,0
C13_654099a3,0
C13_3be7f5f3,0
C13_6665daff,0
C13_6671dc76,0
C13_66f2d604,0
C13_6726c9f7,0
C13_679fcee8,0
C13_67b031b4,0
C13_67e1f5b8,0
C13_68637c0d,0
C13_68a51fd9,0
C13_68d3b631,0
C13_6a430a5b,0
C13_6b5d07b4,0
C13_6619af2b,0
C13_5aceb3b4,0
C13_5afd9e51,0
C13_5b2b6068,0
C13_5b3fc509,0
C13_5b56b1f0,0
C13_5b6ee19d,0
C13_5ba7dfaa,0
C13_5bfcd826,0
C13_5d111255,0
C13_5d4198ed,0
C13_5e350f6e,0
C13_5e419718,0
C13_61e43922,0
C13_5f4de855,0
C13_5fcd3498,0
C13_5fe23a9b,0
C13_5fffcbe5,0
C13_605bbc24,0
C13_6077fd1f,0
C13_60d87974,0
C13_60d930f7,0
C13_611283ab,0
C13_613b2c28,0
C13_619a03e9,0
C13_61ddcfc1,0
C13_5eaab985,0
C13_768f6658,0
C13_769a1844,0
C13_76b6f478,0
C13_7700c0a3,0
C13_772a00d7,0
C13_779f824b,0
C13_77ce72a8,0
C13_781f4d92,0
C13_784618a5,0
C13_78644930,0
C13_7889204d,0
C13_6b7b3066,0
C13_79128231,0
C13_7928af93,0
C13_799a3beb,0
C13_79ae8b9a,0
C13_79db54f6,0
C13_79f7177d,0
C13_7a7b8db5,0
C13_7b903000,0
C13_7c48cf6b,0
C13_7ca53f33,0
C13_7d1f1fa0,0
C13_7d5ee5b6,0
C13_78ef55d4,0
C13_6b8887cc,0
C13_6c24bc52,0
C13_6cb5243a,0
C13_6df6ef3a,0
C13_6e1e209e,0
C13_6e2907f1,0
C13_6e2d6a15,0
C13_6e5da64f,0
C13_6e8ef725,0
C13_6f833c7a,0
C13_706d0b7b,0
C13_715b22a3,0
C13_75b05ddf,0
C13_7203f04e,0
C13_722a41c8,0
C13_7301027a,0
C13_73e186f6,0
C13_740c210d,0
C13_7410a24c,0
C13_74838342,0
C13_7484e3dc,0
C13_74c6dd28,0
C13_74f5ab05,0
C13_750d4dff,0
C13_7591f682,0
C13_7165d9e8,0
C13_44af41ef,0
C13_45820f61,0
C13_45c28793,0
C13_45db6793,0
C13_468f0632,0
C13_46f42a63,0
C13_4730fb52,0
C13_474aef6e,0
C13_47cb697a,0
C13_47d6a934,0
C13_4809d853,0
C13_5a777c73,0
C13_493fa4dc,0
C13_4956d4e5,0
C13_49cc0ddb,0
C13_49e7b7d7,0
C13_49fe3d4e,0
C13_4a3ab1a4,0
C13_4a6575c1,0
C13_4abc6315,0
C13_4ac844f1,0
C13_4af5f8c2,0
C13_4c9ff09f,0
C13_4ca13ee8,0
C13_48b975db,0
C13_3c12244d,0
C13_3c31c135,0
C13_3c4e22f2,0
C13_3cf672d1,0
C13_3cfb0207,0
C13_3d3449d7,0
C13_3dffcbec,0
C13_3e052f22,0
C13_3e7d76a0,0
C13_3eb2f9dc,0
C13_3f158c90,0
C13_3f48c30b,0
C13_4422e246,0
C13_3fe840eb,0
C13_4004a1be,0
C13_40f3111a,0
C13_415b696f,0
C13_41a6ae00,0
C13_41ac5c91,0
C13_42156eb4,0
C13_428332cf,0
C13_42ef23bb,0
C13_433f9499,0
C13_439cd4cc,0
C13_43de99de,0
C13_3f813a5c,0
C13_51b97b8f,0
C13_51cc5d51,0
C13_5218d824,0
C13_52f64c84,0
C13_53b60829,0
C13_54503c4c,0
C13_54be6cea,0
C13_54c30969,0
C13_554735de,0
C13_5579ddc3,0
C13_5595948f,0
C13_4d7749d6,0
C13_56568181,0
C13_5667b6ce,0
C13_569b7369,0
C13_570a3ead,0
C13_57d7b6a5,0
C13_581ec7a9,0
C13_58ff512b,0
C13_596a2dcd,0
C13_5978055e,0
C13_59be1107,0
C13_59dd51b4,0
C13_5a2964f9,0
C13_55be071f,0
C13_4d8e7d98,0
C13_4dc59597,0
C13_4dfac58e,0
C13_4e4dd817,0
C13_4e6891fc,0
C13_4e73e6f9,0
C13_4e8bba73,0
C13_4eb5dabc,0
C13_4f1b6347,0
C13_4f270104,0
C13_4f3f2bb1,0
C13_4f487d87,0
C13_51a8c80d,0
C13_4f8e2224,0
C13_4fa1154e,0
C13_4fce4e51,0
C13_4fd35e8f,0
C13_4fd925c1,0
C13_4ff47081,0
C13_50a56f08,0
C13_510f15b3,0
C13_51351dd6,0
C13_5166abc7,0
C13_519f294e,0
C13_51a30c72,0
C13_4f8670dc,0
C12_c34daa06,0
C12_c3cdaf85,0
C12_c47972c1,0
C12_c4bba41d,0
C12_c4d19595,0
C12_c5011072,0
C12_c55bd906,0
C12_c5bb7300,0
C12_c5d1d8d0,0
C12_c5eaea04,0
C12_c5ede16c,0
C12_fb90659e,0
C12_c6418928,0
C12_c64bd5c0,0
C12_c6639625,0
C12_c665cd2b,0
C12_c6686cb0,0
C12_c6a7aeb9,0
C12_c71493ed,0
C12_c736ba0f,0
C12_c76cdf17,0
C12_c780a667,0
C12_c7883ba5,0
C12_c78e8461,0
C12_c60138d9,0
C12_bcc58267,0
C12_bcce6b6c,0
C12_bd2119bc,0
C12_bd7eec69,0
C12_bde06ba1,0
C12_be0b2941,0
C12_be45b877,0
C12_be50b3a1,0
C12_be6cc8ed,0
C12_beda0a91,0
C12_bee3806d,0
C12_befd9d25,0
C12_c265d2c9,0
C12_bf68745c,0
C12_bf7d85d2,0
C12_bf7d8b69,0
C12_bff44fca,0
C12_c02ca3bf,0
C12_c106d633,0
C12_c15e7f3e,0
C12_c1682b5d,0
C12_c22ab444,0
C12_c231f97e,0
C12_c23bca28,0
C12_c24516d4,0
C12_bf616da1,0
C12_ce875433,0
C12_ceb874b1,0
C12_cf29244b,0
C12_cf30aac4,0
C12_cf681365,0
C12_cf724373,0
C12_cf73086a,0
C12_cfaee88e,0
C12_cfb557e9,0
C12_cfc86806,0
C12_d0624fed,0
C12_c83d4903,0
C12_d06dc48e,0
C12_d0744e21,0
C12_d083c277,0
C12_d09d62fb,0
C12_d14b3df8,0
C12_d15074a1,0
C12_d18c7607,0
C12_d19a1cc6,0
C12_d19fc680,0
C12_d1a5e2b7,0
C12_d1fb0874,0
C12_d227bdb7,0
C12_d062dcac,0
C12_c883f656,0
C12_c889eb07,0
C12_c8ddfa1b,0
C12_c93280d3,0
C12_c9362bb6,0
C12_c9669737,0
C12_c9847ba0,0
C12_c9a1c938,0
C12_ca8893a1,0
C12_ca905077,0
C12_ca9f3db8,0
C12_cabeb015,0
C12_ce2957ad,0
C12_cbb5e0eb,0
C12_cc238fd8,0
C12_cc4f59ee,0
C12_cd31013f,0
C12_cd749c9b,0
C12_cd839667,0
C12_cdac3d6f,0
C12_cdc12223,0
C12_cdd4f388,0
C12_cde39b86,0
C12_cdfed28b,0
C12_ce22c103,0
C12_caf18236,0
C12_ad4e28fe,0
C12_ad972965,0
C12_ada61bc3,0
C12_ada7568a,0
C12_adcae8cd,0
C12_adf02f65,0
C12_adf099dd,0
C12_ae1bb660,0
C12_ae5af00f,0
C12_ae9cdcd4,0
C12_aed365a9,0
C12_bc5f8656,0
C12_af5ce1ed,0
C12_af5d7a0d,0
C12_af78b5ee,0
C12_afc7b4bf,0
C12_afdf9a65,0
C12_afe57734,0
C12_b01a9d7f,0
C12_b023c9a7,0
C12_b073fadf,0
C12_b07aa8fc,0
C12_b0c7f2c0,0
C12_b0e991cb,0
C12_af4cd852,0
C12_a7ee0769,0
C12_a842af81,0
C12_a85f443c,0
C12_a8ab776a,0
C12_a8fbe2f4,0
C12_a924e126,0
C12_a93a2643,0
C12_a9c35cd4,0
C12_a9d84aa8,0
C12_a9ecf335,0
C12_aa0eb1e4,0
C12_aa2523b5,0
C12_ad174f31,0
C12_aa5bf28c,0
C12_aa6b7700,0
C12_aa910cce,0
C12_aab07b0a,0
C12_aadcb74e,0
C12_ab1cb021,0
C12_ab3bcb29,0
C12_ab60a748,0
C12_ab61d0d0,0
C12_ab8a4163,0
C12_abd84bd9,0
C12_acc4688f,0
C12_aa3a5972,0
C12_b7d600a4,0
C12_b827eecf,0
C12_b853b799,0
C12_b8a5fa1e,0
C12_b8cc30e1,0
C12_b912be9f,0
C12_b9736368,0
C12_b9898409,0
C12_b992a469,0
C12_b998ed65,0
C12_b99ddbc8,0
C12_b17410b9,0
C12_b9ca692d,0
C12_b9f28c33,0
C12_ba2755e8,0
C12_ba5646a2,0
C12_bac9dcdb,0
C12_bae6c746,0
C12_bb4dce6d,0
C12_bb5e7d9c,0
C12_bb669e25,0
C12_bb8c28a0,0
C12_bbb90142,0
C12_bbfb4ba9,0
C12_b9bee1c2,0
C12_b17535d9,0
C12_b1b76758,0
C12_b1d98276,0
C12_b21f142d,0
C12_b2526fea,0
C12_b2f85372,0
C12_b2fd56ef,0
C12_b31ba638,0
C12_b3bdd0e8,0
C12_b3efdaa9,0
C12_b41b43c6,0
C12_b4f69a28,0
C12_b78f8331,0
C12_b519c595,0
C12_b51dc799,0
C12_b574a59c,0
C12_b576ecc1,0
C12_b57ec450,0
C12_b5992112,0
C12_b5d8545c,0
C12_b61880a4,0
C12_b67ac327,0
C12_b75dc15d,0
C12_b772701f,0
C12_b77b9c57,0
C12_b5187d80,0
C12_eb6aeb80,0
C12_eb7c98b2,0
C12_eb8ded57,0
C12_eba7dda8,0
C12_ebcd366e,0
C12_ebd2d41b,0
C12_ebfb225c,0
C12_ec2a9ef9,0
C12_ec4e9666,0
C12_ec87d23c,0
C12_ec985270,0
C12_d259f3ba,0
C12_ed4d7efa,0
C12_edf66ca8,0
C12_ee0f20ed,0
C12_ee2d3fdb,0
C12_ee4cd37c,0
C12_eebc06cb,0
C12_eebf94aa,0
C12_eeec5017,0
C12_ef30eff2,0
C12_ef8996b1,0
C12_efd6cd83,0
C12_f0689218,0
C12_ed397d6b,0
C12_e6deec50,0
C12_e77dd0ec,0
C12_e7c518c5,0
C12_e800075f,0
C12_e8107cf4,0
C12_e8463e84,0
C12_e8898ccf,0
C12_e8934d81,0
C12_e8a073ad,0
C12_e8a3b0ec,0
C12_e8aff4bb,0
C12_e8c27b27,0
C12_eb51bb75,0
C12_e90a010f,0
C12_e92939e6,0
C12_e9521d94,0
C12_e95d3160,0
C12_e977ae2f,0
C12_e9db4357,0
C12_e9e122ae,0
C12_e9e2c23f,0
C12_ea2802ed,0
C12_eac9feed,0
C12_eae49479,0
C12_eaf4513d,0
C12_e8d7937e,0
C12_f68514e9,0
C12_f6e5b9ef,0
C12_f6fe1d50,0
C12_f71904ea,0
C12_f724f535,0
C12_f7291224,0
C12_f746a9ff,0
C12_f7686dbe,0
C12_f7cbe917,0
C12_f87889e2,0
C12_f898f1b8,0
C12_f08436de,0
C12_f91fd7b0,0
C12_f93f345a,0
C12_f9b3995f,0
C12_f9de2371,0
C12_fa16de29,0
C12_fa34f1cb,0
C12_fa3a783e,0
C12_fa7e8aa2,0
C12_fa8cbe86,0
C12_fb2a5396,0
C12_fb420abf,0
C12_fb8fab62,0
C12_f8f2d502,0
C12_f0cc3e64,0
C12_f0d5cc59,0
C12_f0f59e6e,0
C12_f10e1939,0
C12_f1a10ab2,0
C12_f1ae6361,0
C12_f1ce2ed4,0
C12_f1ffcff0,0
C12_f20be697,0
C12_f24b551c,0
C12_f28dcbd0,0
C12_f2b5a243,0
C12_f5d83e6f,0
C12_f318d841,0
C12_f34e8f6a,0
C12_f3a517cb,0
C12_f3a55aa0,0
C12_f400e021,0
C12_f41b6d29,0
C12_f4a5d64b,0
C12_f4c65e70,0
C12_f57f43bd,0
C12_f5a663b4,0
C12_f5b766be,0
C12_f5d19c1c,0
C12_f2d5da00,0
C12_d5d6ff17,0
C12_d605d712,0
C12_d65dc9d7,0
C12_d6e76761,0
C12_d72a8b65,0
C12_d754a848,0
C12_d7c5bafd,0
C12_d7f9ae4e,0
C12_d818f210,0
C12_d83513e0,0
C12_d84b2525,0
C12_e691e3b4,0
C12_d8c29807,0
C12_d8f11d77,0
C12_d9353ae0,0
C12_d938fb11,0
C12_d98ee38c,0
C12_d9a2039a,0
C12_d9a59982,0
C12_da27298a,0
C12_da67d394,0
C12_dab8680a,0
C12_dadde5ca,0
C12_dae6c42e,0
C12_d89e699e,0
C12_d25a7149,0
C12_d25f00b6,0
C12_d285ef9c,0
C12_d28c687a,0
C12_d2a7c085,0
C12_d2e51250,0
C12_d2ea6c7b,0
C12_d2fd634e,0
C12_d30d5ab9,0
C12_d3499d3f,0
C12_d365a3e3,0
C12_d377c333,0
C12_d5902b88,0
C12_d392e474,0
C12_d3bac723,0
C12_d3cd60e0,0
C12_d3e5031b,0
C12_d43bc772,0
C12_d463821c,0
C12_d4a57d98,0
C12_d4ca6c46,0
C12_d4e09751,0
