叶子特征,系数
gbdt_leaf_6_10,0.14958774654151383
gbdt_leaf_10_47,-0.14949108501456967
gbdt_leaf_27_39,-0.14946917424782535
gbdt_leaf_21_8,-0.14874678919066897
gbdt_leaf_11_1,0.1482989838463919
gbdt_leaf_27_22,0.14819974335731956
gbdt_leaf_9_29,-0.14815473616765099
gbdt_leaf_21_47,0.14814478046462895
gbdt_leaf_10_39,-0.14810791697259162
gbdt_leaf_18_2,0.14804438676615117
gbdt_leaf_8_34,0.14789770934728144
gbdt_leaf_25_8,0.1477363838981014
gbdt_leaf_18_43,-0.14755757865366256
gbdt_leaf_3_14,-0.1473706403632844
gbdt_leaf_13_15,-0.14725362749379678
gbdt_leaf_30_7,0.1469746754483192
gbdt_leaf_22_9,-0.14652042271594373
gbdt_leaf_14_20,-0.14648958711901933
gbdt_leaf_28_6,-0.14611254620129635
gbdt_leaf_31_31,-0.14606203232133524
gbdt_leaf_16_46,-0.14599194021501688
gbdt_leaf_10_46,-0.145857948408864
gbdt_leaf_4_35,0.1451305313724476
gbdt_leaf_16_0,-0.14509712853249465
gbdt_leaf_0_6,0.14498879294337982
gbdt_leaf_15_2,-0.14498460230506466
gbdt_leaf_3_2,-0.1448563295352136
gbdt_leaf_6_0,-0.14478165310113486
gbdt_leaf_24_14,-0.14461544060694592
gbdt_leaf_19_45,-0.14457734075706336
gbdt_leaf_9_21,-0.14453227538234564
gbdt_leaf_16_28,0.1442986106533269
gbdt_leaf_25_6,-0.14415168520547272
gbdt_leaf_31_33,-0.14404912616305254
gbdt_leaf_12_9,0.14392753379826026
gbdt_leaf_18_42,-0.14371470505942538
gbdt_leaf_12_27,-0.1436210274972867
gbdt_leaf_23_24,-0.14340304867908715
gbdt_leaf_1_38,0.143022416937053
gbdt_leaf_1_30,-0.14290781356124954
gbdt_leaf_4_16,-0.1428526238759301
gbdt_leaf_31_9,0.14270529243793992
gbdt_leaf_22_40,-0.14231772363786466
gbdt_leaf_0_35,-0.14209137636380667
gbdt_leaf_15_0,-0.14206197460996586
gbdt_leaf_0_30,-0.1419230130784364
gbdt_leaf_23_20,-0.14184893655480468
gbdt_leaf_20_31,-0.14175712583821057
gbdt_leaf_1_22,-0.14174220847246477
gbdt_leaf_5_28,0.14152620433062912
gbdt_leaf_11_10,0.1414989384805115
gbdt_leaf_3_6,-0.14109938411032463
gbdt_leaf_8_18,-0.14072920116319668
gbdt_leaf_8_27,-0.14055693771385502
gbdt_leaf_5_26,-0.14004126400810796
gbdt_leaf_21_10,0.13919023461658422
gbdt_leaf_20_14,0.13911493519107684
gbdt_leaf_28_47,-0.1390097878951859
gbdt_leaf_9_36,-0.13890632238325604
gbdt_leaf_30_24,0.13859114026352148
gbdt_leaf_20_45,-0.138557844962222
gbdt_leaf_28_13,0.13855746907762348
gbdt_leaf_13_40,0.13821850758900317
gbdt_leaf_4_28,-0.1375295210561051
gbdt_leaf_16_12,0.13745321523834966
gbdt_leaf_27_32,0.13701392128887682
gbdt_leaf_16_32,-0.13689269558974987
gbdt_leaf_10_32,0.13683715295987944
gbdt_leaf_30_14,0.13678560574336618
gbdt_leaf_10_24,0.13665747483479757
gbdt_leaf_25_18,-0.13664309144517042
gbdt_leaf_16_17,-0.13657614389885578
gbdt_leaf_31_48,-0.136074692790091
gbdt_leaf_31_25,-0.13605867428685478
gbdt_leaf_26_19,0.13599184067477357
gbdt_leaf_20_20,-0.13586907672228576
gbdt_leaf_3_16,0.13583996818950986
gbdt_leaf_31_26,-0.13582593417165875
gbdt_leaf_21_27,-0.13491553912750032
gbdt_leaf_30_48,-0.1348983498218188
gbdt_leaf_12_16,0.13456194892719972
gbdt_leaf_21_24,-0.13455741642737978
gbdt_leaf_7_6,-0.13437918690073783
gbdt_leaf_12_3,-0.13432197993850092
gbdt_leaf_9_3,-0.13417630890271198
gbdt_leaf_25_11,-0.13412608384258332
gbdt_leaf_13_48,-0.13410844047344855
gbdt_leaf_28_33,0.1338994931675891
gbdt_leaf_21_44,-0.13330690564615377
gbdt_leaf_4_30,0.13326432084561166
gbdt_leaf_22_22,-0.133199668667404
gbdt_leaf_26_27,0.13319345794798437
gbdt_leaf_29_6,-0.13310674299162153
gbdt_leaf_6_9,-0.13271808356573678
gbdt_leaf_31_0,-0.13254905219736837
gbdt_leaf_26_42,-0.13249987805400362
gbdt_leaf_1_9,0.1324938106580718
gbdt_leaf_17_37,0.13237886675648838
gbdt_leaf_23_22,-0.13235240819763583
gbdt_leaf_27_27,-0.13204037723524237
gbdt_leaf_19_12,0.13183524298978588
gbdt_leaf_3_1,0.13175402850829515
gbdt_leaf_6_38,-0.1314862426934439
gbdt_leaf_8_37,-0.1314862426934439
gbdt_leaf_20_40,-0.1313424825230018
gbdt_leaf_13_3,0.1312655844353263
gbdt_leaf_1_3,-0.13122608037994363
gbdt_leaf_23_49,-0.13063224788008582
gbdt_leaf_1_20,-0.13055665450183915
gbdt_leaf_4_6,-0.13039386194729785
gbdt_leaf_17_13,0.13009497362187133
gbdt_leaf_30_16,-0.12966605693920585
gbdt_leaf_16_31,-0.129467369145063
gbdt_leaf_16_42,-0.12939467562148285
gbdt_leaf_29_44,-0.1288116583312357
gbdt_leaf_30_0,-0.128768047621988
gbdt_leaf_14_33,-0.12866543071093364
gbdt_leaf_3_18,-0.12861345994894935
gbdt_leaf_26_16,-0.1285144636744908
gbdt_leaf_20_46,-0.12847743596785616
gbdt_leaf_1_32,0.12842603785810938
gbdt_leaf_21_11,0.12835616182398954
gbdt_leaf_11_25,-0.1282520614059498
gbdt_leaf_19_8,-0.12823140608006792
gbdt_leaf_12_40,-0.12796350715060908
gbdt_leaf_21_13,-0.12779366345622534
gbdt_leaf_11_24,-0.1277411203793514
gbdt_leaf_28_19,0.12766119643622006
gbdt_leaf_14_35,-0.12759907220263791
gbdt_leaf_19_36,-0.1275878267661343
gbdt_leaf_16_44,-0.1271545529238711
gbdt_leaf_1_10,-0.12714101842671155
gbdt_leaf_17_0,-0.12710327753968353
gbdt_leaf_23_9,0.12704844391889908
gbdt_leaf_21_29,-0.12704517465336446
gbdt_leaf_11_34,-0.12684684987156042
gbdt_leaf_29_32,-0.12669277989429858
gbdt_leaf_2_15,0.1265982576097563
gbdt_leaf_21_22,0.12646072116898802
gbdt_leaf_19_0,-0.12637095142520674
gbdt_leaf_18_41,-0.12618848761385146
gbdt_leaf_11_17,-0.12597786392430993
gbdt_leaf_29_1,-0.1259680179523741
gbdt_leaf_30_25,-0.12580786655312914
gbdt_leaf_16_8,0.12566600513484835
gbdt_leaf_8_36,-0.12553123675786335
gbdt_leaf_11_47,-0.1255227610912053
gbdt_leaf_8_30,0.1254123533870118
gbdt_leaf_23_13,-0.12494716116258894
gbdt_leaf_0_34,0.12486741198697904
gbdt_leaf_5_12,-0.12486220851791738
gbdt_leaf_28_28,0.1247557248366769
gbdt_leaf_0_8,0.1247157186655107
gbdt_leaf_12_35,-0.12455115068431694
gbdt_leaf_26_5,-0.12446472811713873
gbdt_leaf_0_25,0.1243792247039686
gbdt_leaf_10_31,-0.12404716275314082
gbdt_leaf_4_27,-0.12402346215599962
gbdt_leaf_1_5,0.123819895644853
gbdt_leaf_26_0,0.1237684521146524
gbdt_leaf_10_1,-0.12341056269352499
gbdt_leaf_20_27,0.12333553875321443
gbdt_leaf_26_8,-0.12293794063060157
gbdt_leaf_17_8,-0.12288088234716177
gbdt_leaf_6_46,-0.12281737680396859
gbdt_leaf_8_46,-0.12281737680396859
gbdt_leaf_19_14,-0.12270753382187057
gbdt_leaf_17_19,0.12267391724890286
gbdt_leaf_10_30,0.122614187801984
gbdt_leaf_2_23,-0.12255102994412576
gbdt_leaf_19_16,-0.12248083411384275
gbdt_leaf_18_17,-0.12248083411384275
gbdt_leaf_12_24,-0.12248083411384275
gbdt_leaf_25_5,-0.12236151626486914
gbdt_leaf_13_37,-0.12233727945455056
gbdt_leaf_30_15,-0.12231569927298268
gbdt_leaf_4_37,-0.12229521129766514
gbdt_leaf_10_3,-0.12202484956705623
gbdt_leaf_14_49,-0.12199529288014338
gbdt_leaf_3_27,-0.12186223379900536
gbdt_leaf_5_13,-0.12181971571565407
gbdt_leaf_16_13,-0.12180776679571664
gbdt_leaf_14_25,-0.12177808628470346
gbdt_leaf_20_19,-0.12171434910675791
gbdt_leaf_25_14,0.12163971837268694
gbdt_leaf_26_41,-0.12146963573366781
gbdt_leaf_1_17,0.1210762245250561
gbdt_leaf_29_7,-0.12099970780513147
gbdt_leaf_23_33,0.12063109942596958
gbdt_leaf_28_27,-0.1202926769914838
gbdt_leaf_18_33,-0.12027785446983255
gbdt_leaf_18_7,-0.11974296231090868
gbdt_leaf_29_14,-0.119672156676459
gbdt_leaf_13_10,0.11950063522943555
gbdt_leaf_13_5,-0.11942050497780976
gbdt_leaf_22_48,-0.11940690536587008
gbdt_leaf_15_33,-0.11939250265357505
gbdt_leaf_10_27,-0.11900177030594129
gbdt_leaf_31_40,-0.11899808884379755
gbdt_leaf_22_45,-0.11865364897533265
gbdt_leaf_29_26,0.1184837516555917
gbdt_leaf_16_9,-0.11847550779840108
gbdt_leaf_18_3,0.11844383341955196
gbdt_leaf_16_3,0.11844383341955196
gbdt_leaf_19_3,0.11844383341955196
gbdt_leaf_14_8,0.11824881915747
gbdt_leaf_21_23,0.11824715963298278
gbdt_leaf_10_6,-0.11818387633681844
gbdt_leaf_24_35,-0.11811396861527418
gbdt_leaf_24_2,-0.1181135479179641
gbdt_leaf_17_39,-0.11797597272622229
gbdt_leaf_31_10,-0.11796848799486517
gbdt_leaf_25_13,0.11776057556649656
gbdt_leaf_14_12,0.11756678791394799
gbdt_leaf_5_44,-0.1175438634362133
gbdt_leaf_1_23,-0.11752483372681209
gbdt_leaf_29_20,-0.11748752739185878
gbdt_leaf_7_25,0.11730408790364671
gbdt_leaf_15_42,-0.117210929992321
gbdt_leaf_17_41,-0.117210929992321
gbdt_leaf_31_24,0.1171852635416641
gbdt_leaf_21_48,-0.11706069700119211
gbdt_leaf_21_16,-0.11696434801410462
gbdt_leaf_2_38,-0.11682979528237299
gbdt_leaf_5_27,-0.11682252505694395
gbdt_leaf_22_24,-0.11682252505694395
gbdt_leaf_22_1,-0.11676102038244932
gbdt_leaf_24_15,0.11672224088255188
gbdt_leaf_17_24,0.11672224088255188
gbdt_leaf_23_46,-0.11660275695024185
gbdt_leaf_8_39,-0.11647227858144174
gbdt_leaf_29_10,0.11636360590186634
gbdt_leaf_23_26,0.11624382113681847
gbdt_leaf_29_2,0.11618738265015324
gbdt_leaf_27_45,-0.11618217975724936
gbdt_leaf_2_27,-0.11618097310352982
gbdt_leaf_11_19,0.11610371604674832
gbdt_leaf_24_28,0.11608113358017384
gbdt_leaf_5_29,0.1156322511091994
gbdt_leaf_17_35,0.11528228521446368
gbdt_leaf_3_37,-0.11522235642371742
gbdt_leaf_25_49,0.11521406832408508
gbdt_leaf_12_20,-0.11512436896795329
gbdt_leaf_30_32,-0.11503812999010819
gbdt_leaf_24_32,-0.11479660706631337
gbdt_leaf_22_25,0.11473249346731203
gbdt_leaf_8_11,-0.11450383925922844
gbdt_leaf_7_47,-0.11445758728719527
gbdt_leaf_11_36,0.11430797237789289
gbdt_leaf_15_30,-0.11421747147997184
gbdt_leaf_13_19,0.11421225823244549
gbdt_leaf_20_47,-0.11417925463181419
gbdt_leaf_2_45,-0.11412897408912498
gbdt_leaf_27_41,-0.11409095154019865
gbdt_leaf_25_43,-0.11409095154019865
gbdt_leaf_23_5,-0.11362678473472514
gbdt_leaf_5_6,-0.11331699156826544
gbdt_leaf_23_10,0.11325557443983376
gbdt_leaf_2_30,-0.11304198494284981
gbdt_leaf_15_16,0.1126630333049355
gbdt_leaf_18_48,-0.1124987547254742
gbdt_leaf_26_14,0.11233480548426973
gbdt_leaf_23_3,-0.11227879501403198
gbdt_leaf_10_38,-0.11217193705748925
gbdt_leaf_29_8,0.1117658447113018
gbdt_leaf_20_25,0.1116047143080291
gbdt_leaf_26_50,-0.11159409114128746
gbdt_leaf_5_15,-0.11157724971791136
gbdt_leaf_7_39,-0.11150936372791016
gbdt_leaf_13_0,0.11130619376414184
gbdt_leaf_3_32,-0.11116660816049923
gbdt_leaf_9_6,-0.1110812515655968
gbdt_leaf_20_35,-0.11099942204184338
gbdt_leaf_20_12,0.11093107021018643
gbdt_leaf_6_7,0.11087736811433455
gbdt_leaf_22_37,0.11005459431123704
gbdt_leaf_23_41,-0.10993276222834575
gbdt_leaf_21_41,-0.10982520947833027
gbdt_leaf_2_25,-0.10979706262626839
gbdt_leaf_3_3,0.1097213068908331
gbdt_leaf_0_3,0.1097213068908331
gbdt_leaf_12_4,0.1097213068908331
gbdt_leaf_13_44,-0.10969950816540323
gbdt_leaf_8_4,-0.1096911855803185
gbdt_leaf_13_4,-0.1096911855803185
gbdt_leaf_1_2,-0.1095980315498013
gbdt_leaf_23_39,0.10958050105253486
gbdt_leaf_17_4,-0.10953145319450498
gbdt_leaf_7_31,0.10940449437967818
gbdt_leaf_28_45,-0.10929536420161685
gbdt_leaf_3_21,-0.10891116949675743
gbdt_leaf_14_28,0.10872759411697139
gbdt_leaf_1_6,0.10850367245351078
gbdt_leaf_24_46,-0.1083814004541067
gbdt_leaf_8_3,-0.10836276262771499
gbdt_leaf_15_49,-0.10772725747460919
gbdt_leaf_31_42,-0.10750018063988942
gbdt_leaf_26_40,-0.10750018063988942
gbdt_leaf_28_41,-0.10750018063988942
gbdt_leaf_5_11,-0.10742129586570003
gbdt_leaf_4_40,-0.10731975571295152
gbdt_leaf_30_18,-0.10650076841203508
gbdt_leaf_31_2,0.10643310380436798
gbdt_leaf_27_2,0.10643310380436798
gbdt_leaf_23_1,0.10643310380436798
gbdt_leaf_19_27,0.1061738912189636
gbdt_leaf_2_5,-0.10608457104898172
gbdt_leaf_23_15,-0.10597357852389643
gbdt_leaf_6_49,-0.10582411422460318
gbdt_leaf_13_11,-0.10580044221613917
gbdt_leaf_30_5,0.1057367163122955
gbdt_leaf_31_22,0.10571582566138317
gbdt_leaf_19_41,-0.10562584920796664
gbdt_leaf_18_19,-0.1055182995617412
gbdt_leaf_19_19,-0.1055182995617412
gbdt_leaf_8_9,0.10544506057981394
gbdt_leaf_18_10,-0.10530049720205195
gbdt_leaf_22_46,-0.10513393757642493
gbdt_leaf_10_22,-0.10510039008597899
gbdt_leaf_6_11,-0.10500732097302332
gbdt_leaf_9_40,-0.10493375358129095
gbdt_leaf_1_33,0.1045718719994891
gbdt_leaf_30_12,0.10452986738858983
gbdt_leaf_8_24,-0.1045059709363538
gbdt_leaf_9_19,-0.1045059709363538
gbdt_leaf_31_17,-0.10437200355971499
gbdt_leaf_24_20,-0.10424481266232494
gbdt_leaf_6_35,-0.10423005774301226
gbdt_leaf_9_42,-0.10408969921884986
gbdt_leaf_14_9,-0.10381357019071363
gbdt_leaf_17_38,-0.10357207796533115
gbdt_leaf_2_13,0.10352190001510794
gbdt_leaf_8_33,-0.10336117772173513
gbdt_leaf_23_14,-0.10332587363191327
gbdt_leaf_12_1,0.1033194094077712
gbdt_leaf_4_31,0.10331575264978966
gbdt_leaf_12_7,-0.10319953799133248
gbdt_leaf_1_35,-0.10319873591861269
gbdt_leaf_22_47,-0.10261060426064213
gbdt_leaf_31_13,0.10246386972751897
gbdt_leaf_10_44,-0.10238703122706144
gbdt_leaf_28_15,0.10234684002290219
gbdt_leaf_17_48,-0.10222951054604941
gbdt_leaf_9_12,0.10219609551287236
gbdt_leaf_6_47,-0.10215669087245427
gbdt_leaf_11_28,0.1021226059654377
gbdt_leaf_22_5,-0.10210367252481442
gbdt_leaf_26_3,0.10208601647567732
gbdt_leaf_3_31,0.10198916744149367
gbdt_leaf_31_5,-0.10176796935013653
gbdt_leaf_0_42,-0.10140039087812895
gbdt_leaf_7_38,-0.1011926045291742
gbdt_leaf_18_38,-0.10087822474459839
gbdt_leaf_25_47,-0.10078122584814356
gbdt_leaf_28_17,0.10069702988186122
gbdt_leaf_27_40,-0.10063374829238494
gbdt_leaf_7_5,0.10037231246074997
gbdt_leaf_15_10,0.10037231246074997
gbdt_leaf_20_26,-0.10015711102044456
gbdt_leaf_1_36,0.10003721078612642
gbdt_leaf_19_17,0.09996935835147182
gbdt_leaf_16_11,-0.09989374664076103
gbdt_leaf_19_10,-0.09989374664076103
gbdt_leaf_15_34,0.09982553988981085
gbdt_leaf_29_19,-0.09980321397438709
gbdt_leaf_13_24,-0.09964923980439537
gbdt_leaf_26_51,-0.09952522284854899
gbdt_leaf_31_47,-0.09952522284854899
gbdt_leaf_28_48,-0.09952522284854899
gbdt_leaf_26_49,0.09937490381051
gbdt_leaf_13_14,-0.09926989422102457
gbdt_leaf_10_10,0.09904323692278218
gbdt_leaf_24_49,-0.09903350655502036
gbdt_leaf_15_47,-0.09903350655502036
gbdt_leaf_13_47,-0.09901835369084297
gbdt_leaf_24_3,0.09899794510438399
gbdt_leaf_17_3,0.09899794510438399
gbdt_leaf_15_4,0.09899794510438399
gbdt_leaf_30_42,-0.09885011968212856
gbdt_leaf_11_3,0.09873853540460055
gbdt_leaf_24_41,-0.09863763486473108
gbdt_leaf_25_2,0.09853046654940839
gbdt_leaf_21_2,0.09853046654940839
gbdt_leaf_10_19,-0.09848722043954662
